-89.09932552368525,55.017318232615054,-1038.0,3.0
-89.09932552368525,55.268151914367884,-1035.0,2.0
-89.09932552368525,55.518985596120714,-1037.5,3.0
-89.09932552368525,55.769819277873545,-1032.0,0.0
-89.09932552368525,56.020652959626375,-1031.0,4.0
-89.09932552368525,56.27148664137921,-1029.5,5.0
-89.09932552368525,56.52232032313204,-1025.0,4.0
-89.09932552368525,56.77315400488487,-1023.5,3.0
-89.09932552368525,57.0239876866377,-1021.0,0.0
-89.09932552368525,57.27482136839053,-1019.5,3.0
-89.09932552368525,57.52565505014337,-1017.5,2.0
-89.09932552368525,57.7764887318962,-1023.5,10.0
-89.09932552368525,58.02732241364903,-1016.5,2.0
-89.09932552368525,58.27815609540186,-1021.5,3.0
-89.09932552368525,58.52898977715469,-1022.5,2.0
-89.09932552368525,58.77982345890752,-1020.5,3.0
-89.09932552368525,59.03065714066035,-1019.0,6.0
-89.09932552368525,59.28149082241319,-1007.5,9.0
-89.09932552368525,59.53232450416602,-997.5,1.0
-89.09932552368525,59.78315818591885,-1006.0,12.0
-89.09932552368525,60.03399186767168,-997.5,9.0
-89.09932552368525,60.28482554942451,-984.0,8.0
-89.09731886480613,60.28482554942451,-1022.0,14.0
-89.095312205927,60.28482554942451,-1022.0,14.0
-89.09330554704786,60.28482554942451,-1022.0,14.0
-89.09129888816874,60.28482554942451,-1022.0,14.0
-89.0892922292896,60.28482554942451,-1022.0,14.0
-89.0892922292896,60.53565923117734,-1037.5,7.0
-89.0892922292896,60.78649291293017,-1043.5,1.0
-89.0892922292896,61.03732659468301,-1031.5,13.0
-89.08728557041047,61.03732659468301,-1038.0,10.0
-89.08527891153135,61.03732659468301,-1038.0,10.0
-89.08527891153135,61.28816027643584,-1012.5,12.0
-89.08327225265221,61.28816027643584,-1012.5,12.0
-89.08126559377308,61.28816027643584,-1012.5,12.0
-89.07925893489396,61.28816027643584,-1012.5,12.0
-89.07725227601482,61.28816027643584,-1012.5,12.0
-89.07725227601482,61.53899395818867,-1005.0,11.0
-89.07725227601482,61.7898276399415,-988.5,13.0
-89.07725227601482,62.04066132169433,-977.0,8.0
-89.07725227601482,62.29149500344716,-967.5,8.0
-89.07725227601482,62.54232868519999,-955.0,9.0
-89.07725227601482,62.79316236695283,-947.5,10.0
-89.07725227601482,63.04399604870566,-937.5,9.0
-89.07725227601482,63.29482973045849,-937.5,12.0
-89.07725227601482,63.54566341221132,-944.5,3.0
-89.07725227601482,63.79649709396415,-922.5,8.0
-89.07725227601482,64.04733077571699,-918.0,9.0
-89.07725227601482,64.29816445746981,-919.5,12.0
-89.07725227601482,64.54899813922265,-911.5,12.0
-89.07725227601482,64.79983182097547,-897.5,13.0
-89.07725227601482,65.05066550272831,-890.5,11.0
-89.07524561713569,65.05066550272831,-890.5,11.0
-89.07323895825657,65.05066550272831,-890.5,11.0
-89.07123229937743,65.05066550272831,-890.5,11.0
-89.0692256404983,65.05066550272831,-890.5,11.0
-89.06721898161916,65.05066550272831,-890.5,11.0
-89.06521232274004,65.05066550272831,-898.5,11.0
-89.06320566386091,65.05066550272831,-898.5,11.0
-89.06119900498177,65.05066550272831,-898.5,11.0
-89.05919234610265,65.05066550272831,-898.5,11.0
-89.05718568722352,65.05066550272831,-928.0,10.0
-89.05517902834438,65.05066550272831,-928.0,10.0
-89.05317236946526,65.05066550272831,-928.0,10.0
-89.05116571058613,65.05066550272831,-927.0,10.0
-89.05116571058613,65.30149918448114,-941.5,13.0
-89.05116571058613,65.55233286623397,-959.0,12.0
-89.05116571058613,65.8031665479868,-971.5,4.0
-89.05116571058613,66.05400022973963,-969.5,2.0
-89.05116571058613,66.30483391149247,-970.0,5.0
-89.05116571058613,66.55566759324529,-975.5,8.0
-89.05116571058613,66.80650127499813,-984.0,8.0
-89.05116571058613,67.05733495675096,-989.0,4.0
-89.05116571058613,67.30816863850379,-993.0,6.0
-89.05116571058613,67.55900232025662,-999.5,8.0
-89.05116571058613,67.80983600200945,-1010.5,8.0
-89.05116571058613,68.06066968376228,-1012.5,6.0
-89.05116571058613,68.31150336551511,-1009.5,7.0
-89.05116571058613,68.56233704726795,-1014.0,8.0
-89.05116571058613,68.81317072902078,-1019.5,10.0
-89.05116571058613,69.0640044107736,-1024.0,5.0
-89.05116571058613,69.31483809252644,-1023.0,5.0
-89.05116571058613,69.56567177427927,-1025.0,6.0
-89.05116571058613,69.8165054560321,-1030.0,10.0
-89.05116571058613,70.06733913778493,-1024.5,5.0
-89.05116571058613,70.31817281953776,-1021.5,5.0
-89.05116571058613,70.5690065012906,-1034.5,3.0
-89.05116571058613,70.81984018304342,-1028.5,3.0
-89.05116571058613,71.07067386479626,-1033.5,12.0
-89.05116571058613,71.32150754654909,-1026.5,3.0
-89.05116571058613,71.57234122830192,-1029.0,6.0
-89.05116571058613,71.82317491005475,-1032.0,4.0
-89.05116571058613,72.07400859180758,-1026.0,5.0
-89.05116571058613,72.32484227356042,-1031.5,9.0
-89.05116571058613,72.57567595531324,-1037.0,5.0
-89.05116571058613,72.82650963706608,-1035.0,6.0
-89.05116571058613,73.0773433188189,-1030.5,4.0
-89.05116571058613,73.32817700057174,-1029.5,2.0
-89.05116571058613,73.57901068232457,-1031.5,3.0
-89.05116571058613,73.8298443640774,-1035.5,4.0
-89.05116571058613,74.08067804583024,-1041.0,4.0
-89.05116571058613,74.33151172758306,-1041.0,6.0
-89.05116571058613,74.5823454093359,-1031.0,9.0
-89.05116571058613,74.83317909108872,-1020.5,10.0
-89.05116571058613,75.08401277284156,-1011.0,10.0
-89.05116571058613,75.33484645459438,-999.5,12.0
